"","Offense_Type","District","Year","Month","Day_Week","Street","Lat","Long"
"1687","residential burglary","b3","2012","9","thursday","brookview st","42.28871136"," -71.09117955"
"1688","aggravated assault","b2","2012","9","thursday","walnut av","42.31633195"," -71.09328272"
"1689","aggravated assault","c6","2012","9","thursday","mcdonough wy","42.32787135"," -71.05306457"
"1690","robbery","c11","2012","9","thursday","sudan st","42.31667136"," -71.05540456"
"1691","robbery","e13","2012","9","thursday","armstrong st","42.32122635"," -71.10432955"
"1692","residential burglary","d4","2012","9","thursday","w newton st","42.34204443"," -71.07732314"
"1693","robbery","e13","2012","9","thursday","gordon st","42.31042635"," -71.10846455"
"1694","robbery","b2","2012","9","thursday","forest st","42.32651135"," -71.07738956"
"1695","homicide","c11","2012","9","thursday","geneva av","42.30045135"," -71.06647456"
"1696","aggravated assault","c11","2012","9","thursday","geneva av","42.30045135"," -71.06647456"
"1697","residential burglary","b2","2012","9","thursday","sargent st","42.31596163"," -71.07381757"
"1698","aggravated assault","b2","2012","9","thursday","humphreys pl","42.31876135"," -71.06756957"
"1699","aggravated assault","b3","2012","9","friday","blue hill av","42.26896636"," -71.09367456"
"1700","robbery","b2","2012","9","friday","parker hill av","42.32868135"," -71.10176455"
"1701","robbery","a1","2012","9","friday","tremont st","42.35435802"," -71.0637575"
"1702","robbery","a7","2012","9","friday","bennington st","42.37805634"," -71.03047458"
"1703","aggravated assault","d4","2012","9","friday","columbus sq","42.34649135"," -71.07441456"
"1704","aggravated assault","b3","2012","9","friday","morton st","42.27754636"," -71.07797456"
"1705","residential burglary","a1","2012","9","friday","lewis st","42.36392042"," -71.05234202"
"1706","residential burglary","e18","2012","9","friday","garfield av","42.24444198"," -71.11906936"
"1707","residential burglary","d4","2012","9","friday","greenwich st","42.33549135"," -71.08353455"
"1708","residential burglary","e5","2012","9","friday","archdale rd","42.29257136"," -71.12106454"
"1709","residential burglary","d14","2012","9","friday","kelton st","42.34775135"," -71.13857953"
"1710","residential burglary","a7","2012","9","friday","princeton st","42.37916134"," -71.03163957"
"1711","aggravated assault","a1","2012","9","friday","post office sq","42.35725634"," -71.05631456"
"1712","robbery","d4","2012","9","friday","massachusetts av","42.33325635"," -71.07289955"
"1713","aggravated assault","c11","2012","9","friday","olney st","42.30548635"," -71.07035456"
"1714","robbery","d4","2012","9","friday","st stephen st","42.34221135"," -71.08706955"
"1715","robbery","e5","2012","9","friday","wellsmere rd","42.27885636"," -71.13313954"
"1716","robbery","d4","2012","9","friday","w newton st","42.34316135"," -71.07853956"
"1717","aggravated assault","a1","2012","9","saturday","tremont st","42.34969134"," -71.06520956"
"1718","aggravated assault","a1","2012","9","saturday","friend st","42.36458134"," -71.06114955"
"1719","residential burglary","a7","2012","9","saturday","princeton st","42.37848634"," -71.03342957"
"1720","residential burglary","c11","2012","9","saturday","fuller st","42.2836616"," -71.06589348"
"1721","robbery","c6","2012","9","saturday","massachusetts av","42.32634635"," -71.06646456"
"1722","residential burglary","d14","2012","9","saturday","dustin st","42.35159192"," -71.14585737"
"1723","aggravated assault","d4","2012","9","saturday","park dr","42.34510149"," -71.09448521"
"1724","robbery","c11","2012","9","saturday","adams st","42.29141136"," -71.05724957"
"1725","aggravated assault","b3","2012","9","saturday","cummins hy","42.27134137"," -71.10463956"
"1726","aggravated assault","d4","2012","9","saturday","hemenway st","42.34358635"," -71.09000455"
"1727","residential burglary","a7","2012","9","saturday","marion st","42.37879634"," -71.03770957"
"1728","robbery","b3","2012","9","saturday","almont st","42.28120136"," -71.09789955"
"1729","robbery","a7","2012","9","saturday","bremen st","42.37478134"," -71.03204958"
"1730","residential burglary","b3","2012","9","saturday","hazelton st","42.2787815"," -71.09403662"
"1731","aggravated assault","c6","2012","9","sunday","mt vernon st","42.31776637"," -71.04205955"
"1732","aggravated assault","a7","2012","9","sunday","chelsea st","42.37961134"," -71.02746457"
"1733","aggravated assault","a1","2012","9","sunday","clinton st","42.36068135"," -71.05596957"
"1734","robbery","a1","2012","9","sunday","temple pl","42.35515135"," -71.06203955"
"1735","aggravated assault","d14","2012","9","sunday","foster st","42.34289281"," -71.15810671"
"1736","aggravated assault","b2","2012","9","sunday","blue hill av","42.30911635"," -71.08283956"
"1737","residential burglary","d4","2012","9","sunday","braddock park","42.34403635"," -71.07832455"
"1738","aggravated assault","b2","2012","9","sunday","adams st","42.32874135"," -71.07623956"
"1739","aggravated assault","d4","2012","9","sunday","boylston st","42.34977635"," -71.07842956"
"1740","aggravated assault","b3","2012","9","sunday","river st","42.26953722"," -71.09075535"
"1741","residential burglary","d4","2012","9","sunday","w concord st","42.33960135"," -71.07699955"
"1742","residential burglary","c11","2012","9","sunday","hallet st","42.28068732"," -71.04716232"
"1743","aggravated assault","b3","2012","9","sunday","capen st","42.28183136"," -71.07966956"
"1744","aggravated assault","c11","2012","9","sunday","beechwood st","42.30524339"," -71.0748081"
"1745","robbery","e13","2012","9","sunday","boylston st","42.31601136"," -71.10279955"
"1746","robbery","e18","2012","9","sunday","reservation rd","42.25428137"," -71.13393954"
"1747","aggravated assault","c11","2012","9","sunday","greenbrier st","42.2993368"," -71.07198379"
"1748","aggravated assault","d14","2012","9","sunday","hano st","42.35548239"," -71.13729626"
"1749","residential burglary","e5","2012","9","sunday","washington st","42.28306636"," -71.13174454"
"1750","residential burglary","d4","2012","10","monday","e springfield st","42.33602135"," -71.07518455"
"1751","aggravated assault","c6","2012","10","monday","summer st","42.33784135"," -71.03547457"
"1752","residential burglary","a1","2012","10","monday","irving st","42.36071634"," -71.06637456"
"1753","residential burglary","a1","2012","10","monday","revere st","42.35954134"," -71.06748456"
"1754","residential burglary","b2","2012","10","monday","holborn st","42.31457135"," -71.08098455"
"1755","aggravated assault","d4","2012","10","monday","massachusetts av","42.33349135"," -71.07350956"
"1756","aggravated assault","a1","2012","10","monday","tremont st","42.35346134"," -71.06419956"
"1757","residential burglary","e13","2012","10","monday","carolina pl","42.30774135"," -71.11097455"
"1758","robbery","e13","2012","10","monday","washington st","42.31614635"," -71.09793955"
"1759","robbery","e5","2012","10","monday","crown point dr","42.25752627"," -71.14750833"
"1760","residential burglary","a1","2012","10","monday","charter st","42.36675138"," -71.0537468"
"1761","aggravated assault","e18","2012","10","monday","hale st","42.26008636"," -71.12870454"
"1762","aggravated assault","a1","2012","10","monday","beacon st","42.35801134"," -71.06055956"
"1763","homicide","b2","2012","10","monday","bower st","42.3200542"," -71.08718788"
"1764","residential burglary","d4","2012","10","monday","symphony rd","42.34294635"," -71.08829955"
"1765","residential burglary","d4","2012","10","monday","shawmut av","42.33981135"," -71.07428956"
"1766","robbery","c11","2012","10","monday","charles st","42.30054739"," -71.06143409"
"1767","aggravated assault","b2","2012","10","monday","blue hill av","42.30911635"," -71.08283956"
"1768","residential burglary","e5","2012","10","monday","bellevue st","42.28175738"," -71.1547545"
"1769","robbery","e13","2012","10","monday","walnut park","42.31564135"," -71.09648954"
"1770","aggravated assault","c11","2012","10","monday","park st","42.29784135"," -71.06333956"
"1771","homicide","c11","2012","10","monday","park st","42.29784135"," -71.06333956"
"1772","aggravated assault","c11","2012","10","monday","park st","42.29784135"," -71.06333956"
"1773","robbery","d14","2012","10","monday","imrie rd","42.35260635"," -71.13884953"
"1774","robbery","d4","2012","10","tuesday","marlborough st","42.35138635"," -71.08412456"
"1775","aggravated assault","c11","2012","10","tuesday","norton st","42.30618765"," -71.06865261"
"1776","residential burglary","b2","2012","10","tuesday","danube st","42.31744591"," -71.07550234"
"1777","residential burglary","b2","2012","10","tuesday","thornton st","42.32423635"," -71.09035955"
"1778","residential burglary","a1","2012","10","tuesday","unity st","42.36641634"," -71.05373956"
"1779","residential burglary","b2","2012","10","tuesday","mt pleasant av","42.32512992"," -71.07671944"
"1780","residential burglary","c11","2012","10","tuesday","sudan st","42.31634635"," -71.05334956"
"1781","residential burglary","a7","2012","10","tuesday","everett st","42.36808134"," -71.03604456"
"1782","residential burglary","a7","2012","10","tuesday","princeton st","42.37916134"," -71.03163957"
"1783","aggravated assault","b3","2012","10","tuesday","woodbole av","42.27656151"," -71.08227989"
"1784","residential burglary","b2","2012","10","tuesday","holborn st","42.31407135"," -71.08010955"
"1785","robbery","b3","2012","10","tuesday","hazelton st","42.28069131"," -71.09622017"
"1786","residential burglary","e13","2012","10","tuesday","sigourney st","42.30954637"," -71.09834421"
"1787","robbery","b2","2012","10","tuesday","magnolia st","42.31895135"," -71.06968957"
"1788","residential burglary","a1","2012","10","tuesday","revere st","42.35951634"," -71.06846956"
"1789","residential burglary","a1","2012","10","tuesday","revere st","42.35951634"," -71.06846956"
"1790","aggravated assault","a15","2012","10","tuesday","phipps st","42.37664134"," -71.06724456"
"1791","residential burglary","e18","2012","10","tuesday","hyde park av","42.27173914"," -71.1202995"
"1792","residential burglary","d4","2012","10","tuesday","w newton st","42.34204443"," -71.07732314"
"1793","robbery","e13","2012","10","wednesday","brookley rd","42.30292636"," -71.10592454"
"1794","residential burglary","c11","2012","10","wednesday","rosemont st","42.29291636"," -71.05513957"
"1795","robbery","a7","2012","10","wednesday","maverick sq","42.36897634"," -71.03941457"
"1796","aggravated assault","c11","2012","10","wednesday","dakota st","42.29936636"," -71.06978457"
"1797","residential burglary","c11","2012","10","wednesday","westville st","42.30136636"," -71.06584457"
"1798","robbery","d4","2012","10","wednesday","albany st","42.33390135"," -71.07292956"
"1799","aggravated assault","c6","2012","10","wednesday","g st","42.33286635"," -71.04414457"
"1800","residential burglary","e5","2012","10","wednesday","cedarcrest cr","42.26218293"," -71.14963625"
"1801","residential burglary","b3","2012","10","wednesday","ellington st","42.30158398"," -71.08116128"
"1802","robbery","c11","2012","10","wednesday","bowdoin av","42.30089405"," -71.07427992"
"1803","residential burglary","b3","2012","10","wednesday","sutton st","42.28195636"," -71.08912956"
"1804","robbery","b3","2012","10","wednesday","greenwood st","42.29805635"," -71.07966956"
"1805","residential burglary","d4","2012","10","wednesday","w concord st","42.33960135"," -71.07699955"
"1806","residential burglary","b2","2012","10","wednesday","blue hill av","42.31334135"," -71.07961456"
"1807","aggravated assault","c11","2012","10","wednesday","ellet st","42.30421136"," -71.05918957"
"1808","robbery","b2","2012","10","wednesday","warren st","42.32902662"," -71.08341206"
"1809","residential burglary","d4","2012","10","wednesday","shawmut av","42.33981135"," -71.07428956"
"1810","residential burglary","b2","2012","10","wednesday","stanwood st","42.30868213"," -71.07933421"
"1811","aggravated assault","c11","2012","10","wednesday","park st","42.29808136"," -71.06247957"
"1812","residential burglary","d4","2012","10","thursday","tremont st","42.33958635"," -71.07975456"
"1813","aggravated assault","b3","2012","10","thursday","milton av","42.28132136"," -71.07584956"
"1814","residential burglary","a7","2012","10","thursday","condor st","42.38258135"," -71.03187457"
"1815","robbery","b2","2012","10","thursday","harold st","42.31449136"," -71.09134956"
"1816","aggravated assault","c11","2012","10","thursday","ashland st","42.2999606"," -71.05285812"
"1817","residential burglary","d4","2012","10","thursday","rutland st","42.34003557"," -71.07628554"
"1818","robbery","a15","2012","10","thursday","bunker hill st","42.37816134"," -71.06025956"
"1819","aggravated assault","d4","2012","10","thursday","albany st","42.33315053"," -71.07397769"
"1820","aggravated assault","e13","2012","10","thursday","green st","42.31068135"," -71.10747955"
"1821","residential burglary","d4","2012","10","thursday","washington st","42.33676635"," -71.07665456"
"1822","residential burglary","c11","2012","10","thursday","burt st","42.28413251"," -71.06958228"
